annotationId,page,y,x,commentId,rectangleId,comment_text
63250fb5-6e12-4383-9ec7-ba153eeb50d6,44,40.39930644,161.8070219,1a17d697-fa37-49a7-928c-722ae4949f02,1b36e8b9-e7a7-4135-bc33-1bfd46c42f9e, this is comment for performance test on perftest environment  we can see the comments later  for small files1
1f19c451-66a8-4cb3-84bf-922399e1b251,62,259.8745272,223.4237036,2768183d-4293-44ad-93b1-e0907fc80a2b,0865dddd-0017-46f7-89ba-7bc418c2c678, this is comment for performance test on perftest environment  we can see the comments later  for small files2
10385faf-f113-4d07-8870-01ddb89ddf23,49,398.776443,70.30947834,ce4d999c-35e8-48c6-962e-68b5b2f0504c,159507a5-7f6b-4044-aca9-44658eaa70e8, this is comment for performance test on perftest environment  we can see the comments later  for small files3
7d8a3e49-1542-4fd1-a644-b7092a6e2051,155,276.452291,103.2567004,c126ef8c-a5ea-42d1-8d59-7957b2e6d1b1,4312567f-f88b-467f-9f8e-dd80f6acaf90, this is comment for performance test on perftest environment  we can see the comments later  for small files4
bd11721c-e316-465f-9a64-7c5cb44a47b1,170,410.1969785,51.97486937,a5483168-974d-4a80-a240-5cbdc41c76c3,42706ea6-2fbe-4ec5-882f-aac89a1d11f8, this is comment for performance test on perftest environment  we can see the comments later  for small files5
55a01c7b-14aa-47ce-9909-958a8a18af74,155,32.71511905,194.9496595,b36ed922-eac5-4110-9555-d14fb8cc5447,6b220f0f-65c2-4417-ab63-5db29f9cd321, this is comment for performance test on perftest environment  we can see the comments later  for small files6
ca9540d2-de45-4605-9cac-c8348f8b2f71,43,43.99345854,54.67534904,3f0174ea-dd5c-48e9-9fb2-c0b52101f141,86dfdef5-d3c4-4282-8a57-50b5763be1d1, this is comment for performance test on perftest environment  we can see the comments later  for small files7
354a7517-912b-41d3-8177-ca122a5f02e8,93,347.9400963,262.6593019,5454875c-ff19-432d-90c0-626f1f9f6d3a,defe5a83-3972-4dd0-913e-1c18be7eee9b, this is comment for performance test on perftest environment  we can see the comments later  for small files8
4e00807a-7e7a-43fa-bede-f88128d3c125,63,243.2315379,108.5186571,74f40d37-cfb5-45ff-8f68-ef9b11d9a873,bbe84f8e-fae2-46af-864b-503c414ff730, this is comment for performance test on perftest environment  we can see the comments later  for small files9
44cbd3ae-90a2-4bdf-b8cc-1ecff8124dd7,2,112.3231725,13.56247191,023b1541-1c5a-42bb-bd9d-8756c5f05eb7,76540f88-f8df-4dfd-9a89-349056e861df, this is comment for performance test on perftest environment  we can see the comments later  for small files10
