annotationId,page,y,x,commentId,rectangleId,comment_text
a401c159-9505-4da8-ad5f-f4c5e30ab9f6,116,21.45034202,100.5910907,debb964f-35b4-4ad8-a1b7-c06c1fcdbbf1,3d822403-4a82-49e6-b5a0-237cd3147e74,this is comment for performance test on perftest environment  we can see the comments later large  2
14783102-4f28-4cd4-9358-1fe3d2fc9923,30,211.9614323,124.9404011,2ad94211-971d-419f-9ec7-9e2b35425a72,c79cd419-f150-4a7a-92a8-779d9df9f4e3,this is comment for performance test on perftest environment  we can see the comments later large  3
f3a77eb0-860b-4542-a33e-7fceb1b5adc6,67,12.77795921,215.9121295,42d128e9-f879-45fe-a3a1-531aa4e9e0bc,aaecf577-bfa6-4dc7-a596-6edb62d08880,this is comment for performance test on perftest environment  we can see the comments later large  4
0f5cce49-656c-4a4b-8cf1-4d7ff045f740,47,270.3836413,167.0436548,32119e49-ca7f-4939-90a1-b61d23332256,e4301465-190d-43c8-b10a-e2413f573d41,this is comment for performance test on perftest environment  we can see the comments later large  5
17d56920-4ae6-4fb9-9196-028f0ab971e3,33,109.3897864,144.8022784,492b2f3e-77f7-480f-9e0c-bdcfdaf2fe9b,a7056c40-08c0-4d7c-88fe-b596ed55b9a4,this is comment for performance test on perftest environment  we can see the comments later large  6
ead201fa-17f0-4c43-8d0c-278f9fd9795a,130,181.261267,121.4887601,c26052db-fa11-4313-8e89-f440d7b09c71,3fb18f61-34f4-4f43-82be-e98a95c7e04f,this is comment for performance test on perftest environment  we can see the comments later large  7
a519ba56-5b71-4503-8a36-4cbe92ca2e56,54,243.0706836,200.1612718,91423549-01d3-4eb3-8286-fc36d94825e1,e8380733-6508-429f-b3f7-932b300cba58,this is comment for performance test on perftest environment  we can see the comments later large  8
f8c5fe27-3449-47a5-a7cd-ec32c58dc953,65,192.013435,262.3722156,21d8c469-ab24-41cb-83b4-4259778d781d,f48dc6b3-bd02-497a-a7be-2a0a55dbc636,this is comment for performance test on perftest environment  we can see the comments later large  9
76d262ce-c62c-48d9-80e0-5f92ad1b5f0b,183,325.7215082,140.9465664,003fd421-e2db-4187-8c1b-fc9972665fe7,41a2a947-42d0-4266-9029-d99a8a5938b3,this is comment for performance test on perftest environment  we can see the comments later large  10
a2889e04-bb60-4a56-bba9-2d48bfeed2da,91,164.2840217,150.420012,b7dca573-eec9-4b02-a190-a7beede138fa,0038b68f-cf99-411f-b04e-aa82a5feb349,this is comment for performance test on perftest environment  we can see the comments later large  11
b1652a52-455e-47c7-998e-6d09164d856c,22,458.0099379,100.6875092,1f96a37b-3417-4f33-8a41-b700251eb7cf,eea6b679-96af-4544-b7ac-4f5d0906e18f,this is comment for performance test on perftest environment  we can see the comments later large  12
f483804a-8214-4281-b33b-987739f07b26,76,274.7774158,298.0106266,c3cff4e4-cba6-4ee9-bbb0-efef4e3c2c29,c2be2c9f-42cd-4742-946c-d0e509f9f7c4,this is comment for performance test on perftest environment  we can see the comments later large  13
6efe6d40-d19b-412d-aa15-0ea4803e662e,132,446.5160316,202.2362939,0a2e6733-0e2a-4705-b88d-fee66869e9a1,0abdb7dc-27de-46bb-829c-a3a8b17380b4,this is comment for performance test on perftest environment  we can see the comments later large  14
b6671275-d2e0-4b07-a008-c8ff94abcbeb,187,65.13005333,220.673683,44f1def2-3760-4d51-80d4-d6000089b6e3,f8793fd6-215d-4a4e-a9e8-ede03edcde7f,this is comment for performance test on perftest environment  we can see the comments later large  15
1cd97a89-4e6d-4b9d-bf0d-9714a0b8e9b6,59,349.3826297,105.0039205,750c08d9-edac-4a33-aed0-07d76fdea85c,ec8e8258-3fbf-423b-827f-f5f025846892,this is comment for performance test on perftest environment  we can see the comments later large  16
135a355e-91eb-4a7a-9f8c-61f0a88fba3c,129,271.2057571,215.2436978,d6297593-7505-4c71-b800-269f557b8e50,cfa8b8b5-4679-4bdf-8d49-98836c0e2c6b,this is comment for performance test on perftest environment  we can see the comments later large  17
6e126d81-5f93-4159-9bc3-b9392fe2131b,183,244.5429205,256.0126727,771a68d4-c8c1-4337-add1-824be0242df4,f8c66801-34b0-43f6-a762-934f5104555a,this is comment for performance test on perftest environment  we can see the comments later large  18
d6c96fed-68a5-4c5d-8c1e-745350fc4238,124,125.8001045,97.23233598,00578fe9-8c11-46ba-9ffc-8f2887ba2e02,2d60cdec-68ff-4b40-8a9b-0660ada14f76,this is comment for performance test on perftest environment  we can see the comments later large  19
9321e2d9-1cbc-40f0-abc4-ce7f6653ab85,153,495.1959216,193.6278588,4ba8f20f-7e16-4af9-b187-5b46f509d54d,57c05aa6-3e60-4f9c-aadd-e227745a29c0,this is comment for performance test on perftest environment  we can see the comments later large  20
d455a964-838a-4fcd-b333-825e9ef2307f,186,284.0786128,117.7340108,be9087d7-1ce1-4c56-bba1-d08b490f5194,e06d6d01-7369-4bd2-a563-0ad8eeb4b2e4,this is comment for performance test on perftest environment  we can see the comments later large  21
c3d343b2-d18f-4ebe-aeb1-e1e0da280715,16,463.1061691,225.2904555,da7f850e-d7ee-4c15-9fe8-799fdae1ccee,cf5ff351-59a4-4917-bfc9-37c8555c03ac,this is comment for performance test on perftest environment  we can see the comments later large  22
8f932f8c-41f4-4114-8de1-a4c6866dae05,104,246.7682272,265.9351581,85f89c22-92f0-4e6f-817b-6baf61c6fc26,2eec7ab5-39e2-4d9d-bb18-31effc14329c,this is comment for performance test on perftest environment  we can see the comments later large  23
a95c5775-d8df-464b-b205-3e80517bcdef,158,341.2224306,49.50241563,b1447d92-e5ed-4550-86f8-4673c19c872c,8197401a-f6b7-4361-91cb-9126c9b96ef7,this is comment for performance test on perftest environment  we can see the comments later large  24
5d95dee7-08f3-4840-8063-e0ffc42f3dfc,99,4.222177955,276.2564417,944afdd8-06c8-43a8-aa0c-b201f1831637,1f3c70e4-a4b5-42bd-b671-c543db400ca4,this is comment for performance test on perftest environment  we can see the comments later large  25
27428bb7-5c81-49e6-9601-644065c88403,116,78.68694501,13.3225983,f12d9949-65ec-4675-9f87-888d3a5f8ec6,91b8fee0-1f19-4a03-98eb-31afb9a60289,this is comment for performance test on perftest environment  we can see the comments later large  26
9a671e2c-03c2-47ee-9b29-30862a85cb25,110,345.4732088,230.0811942,92ffc9c5-2217-4104-9269-75fc9ba473d3,f324a8f5-7f1b-401e-aa2c-7eac84e1dc54,this is comment for performance test on perftest environment  we can see the comments later large  27
bfefda81-5ea4-49ff-a334-f00c5a38a375,40,0.123146579,74.38230688,1831196c-e552-42be-be2c-1f577fc409e2,c5ab61c7-ad39-4957-97bf-8a901b99d0c5,this is comment for performance test on perftest environment  we can see the comments later large  28
d59c93f5-7f0d-42de-96b9-f558ecbb5234,111,144.2052919,278.236562,e47a6a58-c66c-48df-87c1-746c37982358,4a3b176a-d437-4e6b-a7be-0bd462950027,this is comment for performance test on perftest environment  we can see the comments later large  29
d0acbda9-ce41-4c5d-8e2f-2162c74819bb,196,259.6661744,119.654784,09086121-9548-48bc-afce-6572c25b4845,23bb843f-a779-4374-a43c-bdee25d17793,this is comment for performance test on perftest environment  we can see the comments later large  30
71abaf24-5af6-49e7-acbe-6a274f8827bc,140,370.5722479,170.7833557,6f645b56-bbfa-4651-9b06-5bac3598d327,cc976abe-b05c-46ca-8dc7-1aa142a55bd9,this is comment for performance test on perftest environment  we can see the comments later large  31
802ca5a9-85f5-41db-8bca-ca0fef2e68e3,186,261.9929125,269.7067196,7f9063ec-1fca-4e26-82ff-492f3efe99b2,e7c80e84-2266-41d2-ad61-c1b188181813,this is comment for performance test on perftest environment  we can see the comments later large  32
49180aa3-66e8-4f89-8f6d-7a6ac7db05b5,48,279.7741739,50.6849232,725baf8c-087c-4758-a522-1f76fad5a872,3c409c53-43c2-440f-8c38-467185726e56,this is comment for performance test on perftest environment  we can see the comments later large  33
81650765-3ebc-4a48-9de5-a0a4b5b0dfac,27,257.0123596,268.7763464,dde78542-2d10-440c-aac1-3715b51849f7,d34b550e-6166-4847-8edd-1a757c88a312,this is comment for performance test on perftest environment  we can see the comments later large  34
d0089674-940b-4e42-a0d8-67d09cf8123c,96,289.5074947,134.5771965,6db48241-d4db-442c-95ab-91eb6062334b,24530a84-b7ae-4255-b9da-56974954e261,this is comment for performance test on perftest environment  we can see the comments later large  35
c491638f-8c68-4b35-9c6b-7fdeee791d21,62,312.2236129,18.6809165,4cf89be8-adaf-4a88-b13c-a8d70ea5daab,9324a650-f93d-4bc3-ae4a-075c2ac276ef,this is comment for performance test on perftest environment  we can see the comments later large  36
07a4eeee-b516-4e9d-9191-9ea44f6178c0,62,96.50769696,230.7244882,160306b1-43f3-4289-b196-cc73ea0d3e56,77824cfd-c345-4535-927b-7c5734380576,this is comment for performance test on perftest environment  we can see the comments later large  37
8f250940-8f37-4d60-8085-c45384f4ac97,151,463.3087094,213.2358921,d1925028-25ce-4dd0-89b2-6e30b1e4e2bf,cfe4e4eb-009c-4075-91f7-47be93937e7c,this is comment for performance test on perftest environment  we can see the comments later large  38
e8d43496-eb47-446c-9845-9662b2d8dc2d,158,363.5180616,146.4564427,42b23398-60e1-4a3d-895e-fbcc42c83071,456f33f2-0221-407b-aa96-419044232857,this is comment for performance test on perftest environment  we can see the comments later large  39
6f06255a-9095-4497-8831-b59ac072a724,61,176.5064414,163.6127133,e6dbe8ce-f1f7-47ae-afe5-96d9ded659a2,348f0e99-e1ff-43ff-9e73-bc4cf8ec88bb,this is comment for performance test on perftest environment  we can see the comments later large  40
998a6068-45aa-483f-9ad7-69cca1687fe6,81,371.6949919,56.63917806,1cfa70b2-f443-455c-919d-0edb22ac6ddd,00102e0b-df8b-4783-8ea7-f372dd3b6ede,this is comment for performance test on perftest environment  we can see the comments later large  41
c3fe7b38-46f9-4eb5-ae56-72d80b1ec96c,189,48.85672788,181.9766663,f3de677e-6079-4cdc-8799-47d10ea0106c,43b71dfa-e0f3-40b1-a4b3-d729586d4304,this is comment for performance test on perftest environment  we can see the comments later large  42
d503694c-ddf7-45d2-8fe5-14f5212f6419,44,317.6874066,184.3002666,05255df5-651d-404d-b9d6-88ef9fe2faa8,ab9a0da9-d4a0-4bf8-bb8f-59c01619d329,this is comment for performance test on perftest environment  we can see the comments later large  43
d111d8c9-8edb-4ff1-9329-173380e4d4a4,75,358.5950998,107.9989146,d7ac4a7c-4371-4dea-a9b5-8321b7a303f9,adf388e7-e360-4962-80dc-1d942e4ec8a9,this is comment for performance test on perftest environment  we can see the comments later large  44
d5912796-0ad5-4326-8056-1ebd08e85ee5,90,400.831798,4.226790718,f796fb2f-d1d8-48cb-922f-0381b5b68205,2279b76b-d94c-43a5-b863-4925759babc8,this is comment for performance test on perftest environment  we can see the comments later large  45
cec39605-0ee5-49dd-a505-f2c2260c2c11,177,427.8316244,181.6583026,43dc270f-127f-453b-b1aa-e9dbf5f4b3d6,eab0d510-a6a3-4e24-a81d-46b5eaf965c6,this is comment for performance test on perftest environment  we can see the comments later large  46
8898c5d5-2f28-48a2-9d29-9b7f1db3ddbc,2,103.9476225,291.5752245,90441094-34ff-40fc-9916-cfa893b80d4b,033090d3-5cd9-4711-9488-7588778832ee,this is comment for performance test on perftest environment  we can see the comments later large  47
78978cd5-bdba-4e92-9275-a36803b0d5c2,141,4.127641984,286.4313039,84d3cec4-8524-4f7d-b773-84ff9220322d,32bd8ca5-fb43-4858-9ef8-9a4d964e3218,this is comment for performance test on perftest environment  we can see the comments later large  48
daa6784d-8c88-4f6e-af6d-8e9483e68629,52,4.40130936,198.2201092,be5957d1-9794-4f13-97f5-cb2f9222a2a6,c791ddda-19cc-4008-b7f2-e27bfa0c24dc,this is comment for performance test on perftest environment  we can see the comments later large  49
866cca08-be02-4bd8-aa55-0835d1ae4327,200,323.5784285,23.86848073,1db05acc-5af6-4c77-8054-ae5847a5e17c,0f3f1e09-174e-4e59-ab70-756d7375ef1e,this is comment for performance test on perftest environment  we can see the comments later large  50
9336c578-d2cd-4c07-b6cf-8bd1cc6aa7a2,69,342.1696559,149.2377923,3bd9b62b-ae94-4c4d-b7d3-8acdc6e8b7e2,0e3af794-8189-4cf6-a04b-83b8de7abb19,this is comment for performance test on perftest environment  we can see the comments later large  51
75f72e27-f231-4ce1-ae49-9346c02002a7,71,213.3555216,37.09080424,b0160635-92af-4347-8d05-2d0e97a19a61,6007955a-22c3-443f-8184-fdd80ece144b,this is comment for performance test on perftest environment  we can see the comments later large  52
72185337-9436-4faa-9c40-1fe3b76084a8,141,223.7501363,286.6454606,a10192a2-992b-4643-bd5d-f522b35656d4,e91d1467-6d0c-41b6-b807-b0031b5b5b2f,this is comment for performance test on perftest environment  we can see the comments later large  53
179c29af-6d9d-4085-8cbe-c9d06f4cc6d2,186,390.1257543,144.3895886,47b5ccb8-4543-49b0-baf4-40f97e1402ac,e05c120a-a247-45a6-8e61-dfaf73a3861a,this is comment for performance test on perftest environment  we can see the comments later large  54
eccc2704-77bf-43d8-9727-5013e3a4d0e2,148,208.5500037,174.9313075,8d9eadab-3ab9-4878-b4bc-4d0526cb913e,0b12fc40-624c-459c-b8c3-e1371114069a,this is comment for performance test on perftest environment  we can see the comments later large  55
564cb9b8-1487-427d-ae46-cc9070fc4e21,168,337.0541195,81.42269225,e4eeeb89-870a-4168-b161-8d8352f1c510,c8d298b5-91bd-40c5-890d-8ae9cb3e2e74,this is comment for performance test on perftest environment  we can see the comments later large  56
b0184308-b856-4e8b-bbba-9cf84b49d862,20,334.8892205,77.21847581,65dde4c0-cd9a-4d7b-abd1-b1b89934ab8f,b2fe2e54-93f6-4c57-97e6-45ce3e7b3990,this is comment for performance test on perftest environment  we can see the comments later large  57
12ee4765-df6a-436e-be54-3090a491fc6f,175,206.8575822,2.072357585,9bd3b468-6549-4c2c-8830-252a6d513035,c51a0c76-0f5c-4793-b5f1-6f13f3780ca9,this is comment for performance test on perftest environment  we can see the comments later large  58
c789d15a-96d2-461f-9392-f40c893872d2,48,21.4620189,67.86423428,f8e2f587-0da9-4482-9f65-43183448efba,71edff38-4292-4c2b-8526-df814b2521d9,this is comment for performance test on perftest environment  we can see the comments later large  59
