caseid,doc1-name,doc1-id,doc2-name,doc2-id
,100_pdf.pdf,8c9038b0-dec7-4253-9fd4-35d86efda874,300_pdf.pdf,469aaf37-3807-4653-83e7-66b008993718
1582210772890132,RSTR-DocumentBundling-Rel1.0.0ImplementationPlan-040919-0934-84.pdf,21e97a88-9c21-41f7-aabb-30c3824653c9,RSE-AKSMigrationPlanning-050919-1127-4.pdf,819df099-5d2d-4c30-b654-d66263220101
1582208625194645,RPE-ASEtoAKSmigration-050919-1128-6.pdf,0b93770d-0731-4758-bae6-e2f04a670d68,RPE-HealthCheckendpoints-060919-1345-68.pdf,7b5f0ddd-1cd3-4f07-a277-d28ab2f99954
1582128364905714,RPE-ASEtoAKSmigration-050919-1128-6.pdf,5595c95c-8fea-4cfd-8fac-59986f7a2b5b,RPE-HealthCheckendpoints-060919-1345-68.pdf,22947d67-b681-465d-b7d3-5d4f64e46836
1582128364905714,RPE-ASEtoAKSmigration-050919-1128-6.pdf,0603f9a6-dcfb-407c-80d9-835cd1d936ff,RPE-HealthCheckendpoints-060919-1345-68.pdf,68744542-9d38-43af-bd7a-fea4cdc6e042
1581691401372041,atlassian-git-cheatsheet.pdf,37cebd2f-2ad3-4b38-a3bd-8f4da80dc8e4,RSTR-DocumentBundling-Rel1.0.0ImplementationPlan-040919-0934-84.pdf,97cab5d5-71f3-481a-9252-a688fe8eba17
1579780669673648,30_doc.docx,5bc800bf-9322-4515-9a9a-beea88021ef8,100_pdf.pdf,0ba2ac6c-4197-4839-847d-1832894c7505
1579780786617379,30_doc.docx,8843159c-0e98-483f-bb09-5c8cdc3b6d1b,100_pdf.pdf,ce95ff82-73a4-4413-bb35-8619830c6d37
1579780805831522,30_doc.docx,2cdfb1d6-7c31-4e72-b878-d45912bb40ff,100_pdf.pdf,b9265bab-14c5-405a-be2d-e06bab1bc9a7
1579780992461232,30_doc.docx,d706179a-a646-41f9-b5b3-c7321340f498,100_pdf.pdf,c6fb7ffb-e77b-4763-ad52-bfa1dc3b2490
1579781170325181,30_doc.docx,618d4459-2354-4912-bf9f-b6cdef35be1c,100_pdf.pdf,4f1d2266-bfb9-47ba-9222-bb7423371738
1579781451747103,30_doc.docx,dd24400b-5bd7-4ba2-b79b-f8354c734609,100_pdf.pdf,47d7fdb5-4c89-45e2-b8ba-dd6e79dcd703
